locus,gene_weight,gene_name,gene_product,cog,operon,link
EQU24_RS11990,-0.0349471864874197,,IS1595 family transposase,L,1320,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11990
EQU24_RS16870,-0.0350688297808227,,flagellar protein FlgN,N,695,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16870
EQU24_RS21955,-0.0352321598720857,hflK,FtsH protease activity modulator HflK,O,25,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21955
EQU24_RS19875,-0.0356206418456423,acnA,aconitate hydratase AcnA,C,312,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19875
EQU24_RS15135,-0.0356618559594527,,hypothetical protein,-,918,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15135
EQU24_RS22045,-0.0362255629742203,,cyclic nucleotide-binding domain-containing protein,K,13,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS22045
EQU24_RS08830,-0.0365122737607687,,transposase,L,1713,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08830
EQU24_RS03025,-0.0366770037065598,hcp,hydroxylamine reductase,C,2419,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03025
EQU24_RS20335,-0.0367199510492495,,hypothetical protein,-,249,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20335
EQU24_RS02365,-0.0370418761602676,,hypothetical protein,-,2507,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02365
EQU24_RS12640,-0.0373524192147387,,NAD(P)/FAD-dependent oxidoreductase,C,1243,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12640
EQU24_RS20450,-0.0374993967258086,,hypothetical protein,-,237,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20450
EQU24_RS20250,-0.0376133722463066,,AAA family ATPase,L,259,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20250
EQU24_RS03610,-0.0381747895152095,ectA,diaminobutyrate acetyltransferase,K,2354,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03610
EQU24_RS16840,-0.0384834959791742,flgC,flagellar basal body rod protein FlgC,N,699,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16840
EQU24_RS03620,-0.0385780177197636,,ectoine synthase,S,2354,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03620
EQU24_RS12425,-0.0386347337077391,,DUF2384 domain-containing protein,S,1270,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12425
EQU24_RS05390,-0.0388199749267659,,hypothetical protein,-,2159,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05390
EQU24_RS14275,-0.0390050781247885,,nodulation protein NfeD,O,1037,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14275
EQU24_RS14935,-0.0393285796934766,urtA,urea ABC transporter substrate-binding protein,E,946,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14935
EQU24_RS12445,-0.0397637373263825,treZ,malto-oligosyltrehalose trehalohydrolase,G,1267,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12445
EQU24_RS08065,-0.0403218941755499,,type II toxin-antitoxin system VapC family toxin,S,1815,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08065
EQU24_RS11425,-0.0425470585815713,,four helix bundle protein,S,1393,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11425
EQU24_RS14940,-0.0430864677453393,,hypothetical protein,S,946,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14940
EQU24_RS18580,-0.0436116973851658,,hypothetical protein,L,485,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18580
EQU24_RS16845,-0.0440717683436158,flgB,flagellar basal body rod protein FlgB,N,699,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16845
EQU24_RS01635,-0.0473736273860283,,EAL domain-containing protein,T,2604,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01635
EQU24_RS08960,-0.0478276439616268,,hypothetical protein,-,1696,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08960
EQU24_RS21950,-0.0480361828545346,,sigma-70 family RNA polymerase sigma factor,K,26,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21950
EQU24_RS21645,-0.0538317136833429,,hypothetical protein,-,65,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21645
EQU24_RS13335,-0.0543647164875114,,hypothetical protein,-,1157,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13335
EQU24_RS15510,-0.0546978885800465,,hypothetical protein,-,867,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15510
EQU24_RS03615,-0.0657468087605254,ectB,diaminobutyrate--2-oxoglutarate transaminase,E,2354,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03615
EQU24_RS07995,-0.07218042484408,,IS3 family transposase,L,1825,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07995
