locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS04830,0.0316528022040499,fabZ,3-hydroxyacyl-ACP dehydratase FabZ,Lipid transport and metabolism,2222,"3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase activity
monocarboxylic acid biosynthetic process
3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase activity
monocarboxylic acid metabolic process
3-hydroxypalmitoyl-[acyl-carrier-protein] dehydratase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04830
EQU24_RS16595,0.0315080446073234,pal,peptidoglycan-associated lipoprotein Pal,Cell wall/membrane/envelope biogenesis,723,"cell outer membrane
intrinsic component of periplasmic side of cell outer membrane
cell envelope
outer membrane
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16595
EQU24_RS16370,0.0314627644942162,,helix-turn-helix domain-containing protein,No COG annotation,755,DNA binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16370
EQU24_RS12735,0.0312941812152154,,Fis family transcriptional regulator,Transcription,1235,"positive regulation of nucleic acid-templated transcription
negative regulation of nucleic acid-templated transcription
negative regulation of transcription, DNA-templated
positive regulation of DNA recombination
negative regulation of cellular macromolecule biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12735
EQU24_RS12115,0.0312750928209888,,ASCH domain-containing protein,No COG annotation,1309,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12115
EQU24_RS03780,0.0312090606540844,,50S ribosomal protein L25/general stress protein Ctc,"Translation, ribosomal structure and biogenesis",2337,"cytosolic ribosome
5S rRNA binding
amide biosynthetic process
cytosolic large ribosomal subunit
translation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03780
EQU24_RS16240,0.0311943568689177,,hypothetical protein,No COG annotation,769,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16240
EQU24_RS17900,0.031110447807088,speE,polyamine aminopropyltransferase,Coenzyme transport and metabolism,570,"spermidine biosynthetic process
polyamine biosynthetic process
spermidine metabolic process
cellular biogenic amine biosynthetic process
polyamine metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17900
EQU24_RS14525,0.0310875666672507,,Crp/Fnr family transcriptional regulator,Transcription,1005,"regulation of transcription, DNA-templated
DNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14525
EQU24_RS10335,0.0310632328380096,,TatD family deoxyribonuclease,"Replication, recombination and repair",1521,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters
nucleic acid phosphodiester bond hydrolysis
DNA catabolic process
nuclease activity
DNA metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10335
EQU24_RS14835,0.0310167392449344,infA,translation initiation factor IF-1,"Translation, ribosomal structure and biogenesis",955,"peptide biosynthetic process
amide biosynthetic process
translation
rRNA binding
macromolecule biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14835
EQU24_RS20895,0.0310062372958594,,DUF2335 domain-containing protein,No COG annotation,167,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20895
EQU24_RS01765,0.0309492901796805,,DUF504 domain-containing protein,RNA processing and modification,2590,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01765
EQU24_RS08605,0.0308309106387246,,DUF1249 domain-containing protein,Function unknown,1743,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08605
EQU24_RS07380,0.0306391331272016,thrS,threonine--tRNA ligase,"Translation, ribosomal structure and biogenesis",1895,"negative regulation of translational initiation
tRNA metabolic process
threonyl-tRNA aminoacylation
negative regulation of cellular macromolecule biosynthetic process
negative regulation of translation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07380
EQU24_RS17500,0.030583872789362,,catalase,No COG annotation,614,"hydrogen peroxide catabolic process
heme binding
metal ion binding
response to oxidative stress
cellular oxidant detoxification",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17500
EQU24_RS17625,0.0304480558170056,,50S ribosomal protein L19,"Translation, ribosomal structure and biogenesis",599,"ribosome assembly
ribosomal large subunit assembly
ribonucleoprotein complex assembly
cytosolic ribosome
large ribosomal subunit rRNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17625
EQU24_RS10180,0.0303703661505263,smpB,SsrA-binding protein SmpB,"Translation, ribosomal structure and biogenesis",1537,"trans-translation
trans-translation-dependent protein tagging
cellular protein modification process
macromolecule modification
protein modification process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10180
EQU24_RS13215,0.0302610272920155,,phosphoribosylanthranilate isomerase,Amino acid transport and metabolism,1173,"cellular biogenic amine biosynthetic process
indolalkylamine biosynthetic process
tryptophan biosynthetic process
carboxylic acid biosynthetic process
alpha-amino acid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13215
EQU24_RS22085,0.0300153999483641,,MoxR family ATPase,Function unknown,9,"ATP hydrolysis activity
ATP binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS22085
EQU24_RS09995,0.0299763953756964,rpsR,30S ribosomal protein S18,"Translation, ribosomal structure and biogenesis",1563,"small ribosomal subunit rRNA binding
mRNA 5'-UTR binding
cytosolic ribosome
mRNA binding
cytosolic small ribosomal subunit",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09995
EQU24_RS07780,0.029954923062047,,purine-binding chemotaxis protein CheW,Cell motility,1852,"chemotaxis
signal transduction",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07780
EQU24_RS10780,0.0298711057240204,,,No COG annotation,1474,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10780
EQU24_RS02030,0.02979556235724,,ribonuclease PH,"Translation, ribosomal structure and biogenesis",2553,"rRNA 3'-end processing
ncRNA 3'-end processing
tRNA processing
rRNA processing
ncRNA processing",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02030
EQU24_RS11550,0.0297611478986304,grpE,nucleotide exchange factor GrpE,"Post-translational modification, protein turnover, and chaperones",1375,"protein-containing complex assembly
adenyl nucleotide binding
purine nucleotide binding
mannan binding
cellular response to nutrient levels",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11550
EQU24_RS13785,0.0295335985448834,,BolA family transcriptional regulator,Signal transduction mechanisms,1106,cell division,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13785
EQU24_RS21035,0.0294998848915166,rpmG,50S ribosomal protein L33,"Translation, ribosomal structure and biogenesis",145,"ribosomal large subunit assembly
ribosome assembly
cytosolic ribosome
ribonucleoprotein complex assembly
protein-containing complex assembly",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21035
EQU24_RS09525,0.029136531062667,,,No COG annotation,1624,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09525
EQU24_RS03520,0.0290675221829617,,hypothetical protein,No COG annotation,2365,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03520
EQU24_RS10455,0.0289362887227499,,AAA family ATPase,"Intracellular trafficking, secretion, and vesicular transport",1510,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10455
EQU24_RS04500,0.0288303484493141,aroK,shikimate kinase AroK,Nucleotide transport and metabolism,2268,"chorismate biosynthetic process
chorismate metabolic process
monocarboxylic acid metabolic process
dicarboxylic acid metabolic process
dicarboxylic acid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04500
EQU24_RS03995,0.0286678762826514,rpsD,30S ribosomal protein S4,"Translation, ribosomal structure and biogenesis",2328,"negative regulation of translational initiation
transcription antitermination
regulation of nucleic acid-templated transcription
regulation of translational initiation
ribosomal small subunit assembly",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03995
EQU24_RS14345,0.0285640340614985,,ferrous iron transport protein A,Inorganic ion transport and metabolism,1027,"iron ion transport
iron ion transport
iron ion transport
transition metal ion transport
iron ion transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14345
EQU24_RS02565,0.0285502984198951,,D-tyrosyl-tRNA(Tyr) deacylase,"Translation, ribosomal structure and biogenesis",2477,"tRNA metabolic process
D-tyrosyl-tRNA(Tyr) deacylase activity
Gly-tRNA(Ala) hydrolase activity
D-aminoacyl-tRNA deacylase activity
ncRNA metabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02565
EQU24_RS09990,0.0285242917921664,rpsF,30S ribosomal protein S6,"Translation, ribosomal structure and biogenesis",1563,"small ribosomal subunit rRNA binding
mRNA 5'-UTR binding
cytosolic ribosome
mRNA binding
cytosolic small ribosomal subunit",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09990
EQU24_RS12520,0.0285191158860557,,hypothetical protein,No COG annotation,1259,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12520
EQU24_RS15010,0.0284564515394312,,DUF2782 domain-containing protein,Function unknown,934,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15010
EQU24_RS08010,0.0283201243292563,,DUF1566 domain-containing protein,Function unknown,1823,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08010
EQU24_RS10125,0.0283081476699236,,hypothetical protein,Function unknown,1546,isomerase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10125
EQU24_RS14545,-0.0281799216243533,,sorbosone dehydrogenase family protein,Carbohydrate transport and metabolism,1001,"oxidoreductase activity
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14545
EQU24_RS07675,-0.0282190525485754,,conjugation transfer protein,Energy production and conversion,1863,"heme binding
electron transport chain
metal ion binding
cellular oxidant detoxification
electron transfer activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07675
EQU24_RS07495,-0.0283704684649033,,hypothetical protein,No COG annotation,1883,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07495
EQU24_RS14765,-0.0283851581992863,,hypothetical protein,Function unknown,965,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14765
EQU24_RS08730,-0.0284585166831326,hpnR,hopanoid C-3 methylase HpnR,Energy production and conversion,1726,"metal ion binding
methyltransferase activity
cobalamin binding
iron-sulfur cluster binding
methylation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08730
EQU24_RS14490,-0.0287501306576725,,hypothetical protein,No COG annotation,1012,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14490
EQU24_RS04585,-0.0288128328121665,,type IV pilin protein,"Intracellular trafficking, secretion, and vesicular transport",2257,"protein secretion by the type II secretion system
integral component of membrane
type II protein secretion system complex",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS04585
EQU24_RS16825,-0.0290161509790958,flgF,flagellar basal-body rod protein FlgF,Cell motility,699,"bacterial-type flagellum-dependent cell motility
bacterial-type flagellum basal body, rod",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16825
EQU24_RS15665,-0.0295116685530366,,hypothetical protein,No COG annotation,839,"nitrogen fixation
integral component of membrane
hydrolase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15665
EQU24_RS09315,-0.0298814790729028,,hypothetical protein,No COG annotation,1653,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09315
EQU24_RS05725,-0.0301415204039569,,hypothetical protein,No COG annotation,2112,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05725
EQU24_RS20050,-0.0301846504275703,,hypothetical protein,No COG annotation,285,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20050
EQU24_RS08690,-0.0303382193456176,,NADP oxidoreductase,Energy production and conversion,1732,"hydrogen dehydrogenase activity
4 iron, 4 sulfur cluster binding
metal ion binding
FMN binding
DNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08690
EQU24_RS13420,-0.0304038601070314,,hypothetical protein,No COG annotation,1149,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13420
EQU24_RS09540,-0.0307512122217259,,hypothetical protein,No COG annotation,1622,"endonuclease activity
nucleic acid phosphodiester bond hydrolysis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09540
EQU24_RS08245,-0.0309686820010425,,hypothetical protein,Function unknown,1790,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08245
EQU24_RS07880,-0.0309744241849243,,sulfite exporter TauE/SafE family protein,Function unknown,1839,"plasma membrane
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07880
EQU24_RS21640,-0.0313729902183048,dhaL,dihydroxyacetone kinase subunit L,Function unknown,66,"glycerol metabolic process
phosphoenolpyruvate-glycerone phosphotransferase activity
phosphorylation
glycerone kinase activity
ATP binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21640
EQU24_RS16835,-0.0315154062411981,,flagellar hook assembly protein FlgD,Cell motility,699,bacterial-type flagellum organization,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16835
EQU24_RS05765,-0.0315489382184295,,hypothetical protein,Function unknown,2107,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05765
EQU24_RS19155,-0.0315681889609951,,DUF2182 domain-containing protein,Function unknown,407,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19155
EQU24_RS10975,-0.0317701153482101,,hypothetical protein,Function unknown,1457,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10975
EQU24_RS05350,-0.0319991626864057,,DUF29 domain-containing protein,Signal transduction mechanisms,2162,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05350
EQU24_RS12645,-0.0321276615725362,,nitrate reductase,Energy production and conversion,1243,"4 iron, 4 sulfur cluster binding
metal ion binding
nitrate reductase activity
nitrate assimilation
molybdopterin cofactor binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12645
EQU24_RS05055,-0.0325773817267758,,hypothetical protein,No COG annotation,2195,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05055
EQU24_RS16820,-0.0325913000590265,flgG,flagellar basal-body rod protein FlgG,Cell motility,700,"bacterial-type flagellum-dependent cell motility
bacterial-type flagellum basal body, distal rod",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16820
EQU24_RS16815,-0.0326576923315756,flgH,flagellar basal body L-ring protein FlgH,Cell motility,700,"bacterial-type flagellum-dependent cell motility
cell outer membrane
bacterial-type flagellum
non-membrane-bounded organelle
bacterial-type flagellum basal body, distal rod, L ring",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16815
EQU24_RS14925,-0.0328702439252159,urtB,urea ABC transporter permease subunit UrtB,"Intracellular trafficking, secretion, and vesicular transport",948,"plasma membrane
integral component of membrane
transmembrane transporter activity
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14925
EQU24_RS11920,-0.0329797688563039,,transcriptional regulator,Transcription,1328,"regulation of transcription, DNA-templated
DNA-binding transcription factor activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11920
EQU24_RS14620,-0.0333540327404441,,BON domain-containing protein,Function unknown,989,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14620
EQU24_RS14645,-0.033823776021743,,hypothetical protein,No COG annotation,984,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14645
EQU24_RS16865,-0.0340646050248226,flgM,flagellar biosynthesis anti-sigma factor FlgM,Cell motility,695,"negative regulation of transcription, DNA-templated
sigma factor antagonist activity
cellular anatomical entity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16865
EQU24_RS10950,-0.0343622460460011,vgrG,type VI secretion system tip protein VgrG,Signal transduction mechanisms,1458,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS10950
EQU24_RS11990,-0.0349471864874197,,IS1595 family transposase,"Replication, recombination and repair",1320,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11990
EQU24_RS16870,-0.0350688297808227,,flagellar protein FlgN,Cell motility,695,"bacterial-type flagellum assembly
protein binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16870
EQU24_RS21955,-0.0352321598720857,hflK,FtsH protease activity modulator HflK,"Post-translational modification, protein turnover, and chaperones",25,"integral component of external side of plasma membrane
negative regulation of catalytic activity
proteolysis
integral component of plasma membrane
intrinsic component of external side of plasma membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21955
EQU24_RS19875,-0.0356206418456423,acnA,aconitate hydratase AcnA,Energy production and conversion,312,"propionate metabolic process, methylcitrate cycle
citrate metabolic process
monocarboxylic acid metabolic process
propionate metabolic process
aerobic respiration",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19875
EQU24_RS15135,-0.0356618559594527,,hypothetical protein,No COG annotation,918,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15135
EQU24_RS22045,-0.0362255629742203,,cyclic nucleotide-binding domain-containing protein,Transcription,13,"regulation of transcription, DNA-templated
DNA binding
DNA-binding transcription factor activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS22045
EQU24_RS08830,-0.0365122737607687,,transposase,"Replication, recombination and repair",1713,"DNA binding
transposase activity
transposition, DNA-mediated
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08830
EQU24_RS03025,-0.0366770037065598,hcp,hydroxylamine reductase,Energy production and conversion,2419,"nitric oxide catabolic process
nitric oxide metabolic process
cellular response to toxic substance
response to reactive oxygen species
neurotransmitter catabolic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03025
EQU24_RS20335,-0.0367199510492495,,hypothetical protein,No COG annotation,249,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20335
EQU24_RS02365,-0.0370418761602676,,hypothetical protein,No COG annotation,2507,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02365
EQU24_RS12640,-0.0373524192147387,,NAD(P)/FAD-dependent oxidoreductase,Energy production and conversion,1243,"flavin adenine dinucleotide binding
oxidoreductase activity
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12640
EQU24_RS20450,-0.0374993967258086,,hypothetical protein,No COG annotation,237,"coenzyme A biosynthetic process
phosphorylation
ATP binding
pantothenate kinase activity
metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20450
EQU24_RS20250,-0.0376133722463066,,AAA family ATPase,"Replication, recombination and repair",259,ATP binding,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS20250
EQU24_RS03610,-0.0381747895152095,ectA,diaminobutyrate acetyltransferase,Transcription,2354,"protein acetylation
protein acylation
diaminobutyrate acetyltransferase activity
monocarboxylic acid metabolic process
monocarboxylic acid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03610
EQU24_RS16840,-0.0384834959791742,flgC,flagellar basal body rod protein FlgC,Cell motility,699,"bacterial-type flagellum-dependent cell motility
bacterial-type flagellum basal body, rod",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16840
EQU24_RS03620,-0.0385780177197636,,ectoine synthase,Function unknown,2354,"ectoine biosynthetic process
ectoine synthase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03620
EQU24_RS12425,-0.0386347337077391,,DUF2384 domain-containing protein,Function unknown,1270,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12425
EQU24_RS05390,-0.0388199749267659,,hypothetical protein,No COG annotation,2159,"integral component of membrane
membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05390
EQU24_RS14275,-0.0390050781247885,,nodulation protein NfeD,"Post-translational modification, protein turnover, and chaperones",1037,"proteolysis
peptidase activity
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14275
EQU24_RS14935,-0.0393285796934766,urtA,urea ABC transporter substrate-binding protein,Amino acid transport and metabolism,946,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14935
EQU24_RS12445,-0.0397637373263825,treZ,malto-oligosyltrehalose trehalohydrolase,Carbohydrate transport and metabolism,1267,"trehalose biosynthetic process
4-alpha-D-(1->4)-alpha-D-glucanotrehalose trehalohydrolase activity
cytoplasm",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12445
EQU24_RS08065,-0.0403218941755499,,type II toxin-antitoxin system VapC family toxin,Function unknown,1815,"RNA phosphodiester bond hydrolysis
magnesium ion binding
endonuclease activity
ribonuclease activity
toxin activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08065
EQU24_RS11425,-0.0425470585815713,,four helix bundle protein,Function unknown,1393,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11425
EQU24_RS14940,-0.0430864677453393,,hypothetical protein,Function unknown,946,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14940
EQU24_RS18580,-0.0436116973851658,,hypothetical protein,"Replication, recombination and repair",485,"RNA-templated DNA biosynthetic process
RNA-directed DNA polymerase activity
RNA binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS18580
EQU24_RS16845,-0.0440717683436158,flgB,flagellar basal body rod protein FlgB,Cell motility,699,"bacterial-type flagellum-dependent cell motility
bacterial-type flagellum basal body, rod",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS16845
EQU24_RS01635,-0.0473736273860283,,EAL domain-containing protein,Signal transduction mechanisms,2604,"cellular response to DNA damage stimulus
cellular response to stress
response to stress
cellular response to stimulus
cellular process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01635
EQU24_RS08960,-0.0478276439616268,,hypothetical protein,No COG annotation,1696,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08960
EQU24_RS21950,-0.0480361828545346,,sigma-70 family RNA polymerase sigma factor,Transcription,26,"regulation of DNA-templated transcription, initiation
DNA binding
sigma factor activity
DNA-binding transcription factor activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21950
EQU24_RS21645,-0.0538317136833429,,hypothetical protein,No COG annotation,65,integral component of membrane,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21645
EQU24_RS13335,-0.0543647164875114,,hypothetical protein,No COG annotation,1157,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13335
EQU24_RS15510,-0.0546978885800465,,hypothetical protein,No COG annotation,867,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15510
EQU24_RS03615,-0.0657468087605254,ectB,diaminobutyrate--2-oxoglutarate transaminase,Amino acid transport and metabolism,2354,"monocarboxylic acid biosynthetic process
monocarboxylic acid metabolic process
diaminobutyrate-2-oxoglutarate transaminase activity
ectoine biosynthetic process
carboxylic acid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS03615
EQU24_RS07995,-0.07218042484408,,IS3 family transposase,"Replication, recombination and repair",1825,"DNA integration
sequence-specific DNA binding
transposition",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS07995
