locus,gene_weight,gene_name,gene_product,cog,operon,specific_gos_n,link
EQU24_RS01765,0.0385215288982285,,DUF504 domain-containing protein,RNA processing and modification,2590,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS01765
EQU24_RS12840,0.0384140296108484,,prepilin-type N-terminal cleavage/methylation domain-containing protein,Cell motility,1220,"protein secretion by the type II secretion system
integral component of membrane
type II protein secretion system complex",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12840
EQU24_RS06130,0.0381773730527365,,hypothetical protein,No COG annotation,2061,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS06130
EQU24_RS12835,0.0380871451093622,,prepilin-type N-terminal cleavage/methylation domain-containing protein,Cell motility,1220,"protein secretion by the type II secretion system
integral component of membrane
type II protein secretion system complex",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS12835
EQU24_RS19330,0.0380191033022385,,YjbQ family protein,Function unknown,380,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19330
EQU24_RS08015,0.0379712256054645,,ergothioneine biosynthesis protein EgtB,Cell motility,1822,"ergothioneine biosynthesis from histidine via gamma-glutamyl-hercynylcysteine sulfoxide
ferrous iron binding
iron ion binding
ergothioneine biosynthetic process
carboxylic acid biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08015
EQU24_RS11580,0.0377708302442842,,mechanosensitive ion channel,Cell wall/membrane/envelope biogenesis,1371,"regulation of cell size
water homeostasis
cellular water homeostasis
regulation of cellular component size
chemical homeostasis",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11580
EQU24_RS14440,0.0373162428092521,ccmD,heme exporter protein CcmD,"Intracellular trafficking, secretion, and vesicular transport",1020,"iron coordination entity transport
cytochrome complex assembly
heme transport
organic substance transport
intrinsic component of the cytoplasmic side of the plasma membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS14440
EQU24_RS21390,0.0371738363447926,,ATP-binding protein,Transcription,98,"ATP binding
DNA binding
integral component of membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21390
EQU24_RS09300,0.0369025338599226,ltrA,group II intron reverse transcriptase/maturase,"Replication, recombination and repair",1224,"RNA-templated DNA biosynthetic process
RNA-directed DNA polymerase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09300
EQU24_RS19200,0.0366718910112654,,ABC transporter permease,Inorganic ion transport and metabolism,398,"plasma membrane
integral component of membrane
transmembrane transport",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19200
EQU24_RS11020,0.0366554814877653,,pirin family protein,Function unknown,1452,"dioxygenase activity
",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11020
EQU24_RS13380,0.0366174651564292,bioA,adenosylmethionine--8-amino-7-oxononanoate transaminase,Coenzyme transport and metabolism,1152,"monocarboxylic acid metabolic process
monocarboxylic acid biosynthetic process
water-soluble vitamin biosynthetic process
carboxylic acid metabolic process
adenosylmethionine-8-amino-7-oxononanoate transaminase activity",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS13380
EQU24_RS19370,0.0365978138553297,,tetratricopeptide repeat protein,Function unknown,377,"integral component of external side of plasma membrane
intrinsic component of external side of plasma membrane
integral component of plasma membrane
intrinsic component of plasma membrane
external side of plasma membrane",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS19370
EQU24_RS11460,0.0364177489252411,,DUF2835 family protein,Function unknown,1389,isomerase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS11460
EQU24_RS17315,0.0362130780055925,,hypothetical protein,Function unknown,638,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17315
EQU24_RS02200,0.0358281527658471,,hypothetical protein,No COG annotation,2526,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS02200
EQU24_RS21150,0.0357333540755176,,hypothetical protein,Function unknown,137,intramolecular lyase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21150
EQU24_RS08985,-0.0373457730071756,nirB,nitrite reductase large subunit,Energy production and conversion,1692,"nitrite reductase [NAD(P)H] activity
heme binding
NADP binding
4 iron, 4 sulfur cluster binding
metal ion binding",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS08985
EQU24_RS15390,-0.0480485614179427,,PEP-CTERM/exosortase system-associated acyltransferase,Function unknown,886,acyltransferase activity,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS15390
EQU24_RS05645,-0.0495333732430755,,,No COG annotation,2123,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS05645
EQU24_RS09560,-0.0544679076948158,,hypothetical protein,No COG annotation,1618,,https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS09560
EQU24_RS17065,-0.0582674861062974,nifH,nitrogenase iron protein,Inorganic ion transport and metabolism,667,"nitrogenase activity
carbonyl sulfide nitrogenase activity
ATP binding
4 iron, 4 sulfur cluster binding
nitrogen fixation",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS17065
EQU24_RS21620,-0.0671929340560982,tkt,transketolase,Coenzyme transport and metabolism,70,"positive regulation of nucleic acid-templated transcription
regulation of nucleic acid-templated transcription
positive regulation of RNA biosynthetic process
positive regulation of transcription, DNA-templated
positive regulation of macromolecule biosynthetic process",https://biocyc.org/gene?orgid=GCF_005931095&id=EQU24_RS21620
